-20	4.3005
-19.98	4.30588
-19.96	4.3072
-19.94	4.29799
-19.92	4.2901
-19.9	4.29597
-19.88	4.2911
-19.86	4.30282
-19.84	4.30033
-19.82	4.29205
-19.8	4.29515
-19.78	4.29934
-19.76	4.30639
-19.74	4.31039
-19.72	4.29817
-19.7	4.28456
-19.68	4.29536
-19.66	4.28257
-19.64	4.28942
-19.62	4.31081
-19.6	4.29599
-19.58	4.29541
-19.56	4.29012
-19.54	4.29402
-19.52	4.29487
-19.5	4.29531
-19.48	4.29383
-19.46	4.28908
-19.44	4.30498
-19.42	4.29245
-19.4	4.28127
-19.38	4.26591
-19.36	4.28493
-19.34	4.29325
-19.32	4.29224
-19.3	4.31367
-19.28	4.29257
-19.26	4.29715
-19.24	4.28878
-19.22	4.29497
-19.2	4.28777
-19.18	4.29131
-19.16	4.29214
-19.14	4.29073
-19.12	4.28446
-19.1	4.28267
-19.08	4.29547
-19.06	4.28872
-19.04	4.28292
-19.02	4.27961
-19	4.28153
-18.98	4.29087
-18.96	4.2854
-18.94	4.28751
-18.92	4.29598
-18.9	4.27913
-18.88	4.29317
-18.86	4.27467
-18.84	4.29248
-18.82	4.2885
-18.8	4.29017
-18.78	4.27655
-18.76	4.27986
-18.74	4.26814
-18.72	4.27985
-18.7	4.26091
-18.68	4.27723
-18.66	4.27716
-18.64	4.28212
-18.62	4.27408
-18.6	4.28132
-18.58	4.28629
-18.56	4.27265
-18.54	4.27927
-18.52	4.27634
-18.5	4.28372
-18.48	4.28371
-18.46	4.261
-18.44	4.2681
-18.42	4.28532
-18.4	4.26636
-18.38	4.27939
-18.36	4.2676
-18.34	4.26308
-18.32	4.28654
-18.3	4.27687
-18.28	4.27425
-18.26	4.27464
-18.24	4.27906
-18.22	4.28668
-18.2	4.2769
-18.18	4.27357
-18.16	4.2675
-18.14	4.27027
-18.12	4.2642
-18.1	4.25322
-18.08	4.25642
-18.06	4.26514
-18.04	4.27427
-18.02	4.27112
-18	4.27063
-17.98	4.26765
-17.96	4.26934
-17.94	4.27632
-17.92	4.25812
-17.9	4.27569
-17.88	4.27326
-17.86	4.26408
-17.84	4.26807
-17.82	4.25782
-17.8	4.27703
-17.78	4.27121
-17.76	4.26996
-17.74	4.26068
-17.72	4.26189
-17.7	4.26223
-17.68	4.25807
-17.66	4.27961
-17.64	4.25415
-17.62	4.26647
-17.6	4.26877
-17.58	4.26429
-17.56	4.25084
-17.54	4.24066
-17.52	4.26137
-17.5	4.25833
-17.48	4.25671
-17.46	4.25316
-17.44	4.25287
-17.42	4.26205
-17.4	4.25336
-17.38	4.25845
-17.36	4.24213
-17.34	4.24491
-17.32	4.23879
-17.3	4.24918
-17.28	4.25041
-17.26	4.24701
-17.24	4.24861
-17.22	4.25678
-17.2	4.26175
-17.18	4.23608
-17.16	4.23763
-17.14	4.24595
-17.12	4.24926
-17.1	4.25801
-17.08	4.25224
-17.06	4.25859
-17.04	4.25345
-17.02	4.2424
-17	4.25774
-16.98	4.27128
-16.96	4.25126
-16.94	4.27085
-16.92	4.26071
-16.9	4.24506
-16.88	4.25864
-16.86	4.25362
-16.84	4.24408
-16.82	4.25986
-16.8	4.25267
-16.78	4.2579
-16.76	4.23285
-16.74	4.2374
-16.72	4.25264
-16.7	4.23847
-16.68	4.23516
-16.66	4.23693
-16.64	4.22387
-16.62	4.25283
-16.6	4.2432
-16.58	4.2328
-16.56	4.23876
-16.54	4.23831
-16.52	4.21755
-16.5	4.24548
-16.48	4.25098
-16.46	4.23518
-16.44	4.2378
-16.42	4.22333
-16.4	4.24456
-16.38	4.23165
-16.36	4.23698
-16.34	4.22793
-16.32	4.22491
-16.3	4.22901
-16.28	4.23652
-16.26	4.23683
-16.24	4.23346
-16.22	4.23543
-16.2	4.22858
-16.18	4.22437
-16.16	4.23075
-16.14	4.22378
-16.12	4.23127
-16.1	4.23868
-16.08	4.23799
-16.06	4.23469
-16.04	4.22096
-16.02	4.22793
-16	4.22362
-15.98	4.22322
-15.96	4.21366
-15.94	4.20553
-15.92	4.22266
-15.9	4.23658
-15.88	4.22753
-15.86	4.21963
-15.84	4.2345
-15.82	4.21195
-15.8	4.21402
-15.78	4.21735
-15.76	4.22772
-15.74	4.2323
-15.72	4.21809
-15.7	4.21145
-15.68	4.22061
-15.66	4.21055
-15.64	4.22853
-15.62	4.21042
-15.6	4.21963
-15.58	4.21341
-15.56	4.21665
-15.54	4.23527
-15.52	4.21386
-15.5	4.21205
-15.48	4.24015
-15.46	4.21947
-15.44	4.22642
-15.42	4.20811
-15.4	4.20806
-15.38	4.19702
-15.36	4.22349
-15.34	4.22443
-15.32	4.19491
-15.3	4.18865
-15.28	4.19086
-15.26	4.19247
-15.24	4.20441
-15.22	4.21071
-15.2	4.19994
-15.18	4.19995
-15.16	4.22191
-15.14	4.20527
-15.12	4.20354
-15.1	4.205
-15.08	4.19939
-15.06	4.20884
-15.04	4.20869
-15.02	4.21394
-15	4.21176
-14.98	4.19861
-14.96	4.1928
-14.94	4.19851
-14.92	4.20173
-14.9	4.18728
-14.88	4.19723
-14.86	4.20834
-14.84	4.18554
-14.82	4.20218
-14.8	4.1906
-14.78	4.21526
-14.76	4.19626
-14.74	4.18296
-14.72	4.18558
