-17.00000  -2000.00000  20.16722 4958.54040
-17.00000  -1980.00000  20.19751 4951.10413
-17.00000  -1960.00000  20.20243 4949.90082
-17.00000  -1940.00000  20.21068 4947.87904
-17.00000  -1920.00000  20.22780 4943.69013
-17.00000  -1900.00000  20.26047 4935.71966
-17.00000  -1880.00000  20.25594 4936.82347
-17.00000  -1860.00000  20.26779 4933.93705
-17.00000  -1840.00000  20.27303 4932.66298
-17.00000  -1820.00000  20.31133 4923.35930
-17.00000  -1800.00000  20.31202 4923.19326
-17.00000  -1780.00000  20.30822 4924.11447
-17.00000  -1760.00000  20.34267 4915.77556
-17.00000  -1740.00000  20.32646 4919.69581
-17.00000  -1720.00000  20.35923 4911.77832
-17.00000  -1700.00000  20.37554 4907.84659
-17.00000  -1680.00000  20.40977 4899.61545
-17.00000  -1660.00000  20.41374 4898.66019
-17.00000  -1640.00000  20.41547 4898.24628
-17.00000  -1620.00000  20.40771 4900.10763
-17.00000  -1600.00000  20.44149 4892.01010
-17.00000  -1580.00000  20.45052 4889.85002
-17.00000  -1560.00000  20.46925 4885.37804
-17.00000  -1540.00000  20.48492 4881.64095
-17.00000  -1520.00000  20.47423 4884.18856
-17.00000  -1500.00000  20.51084 4875.46954
-17.00000  -1480.00000  20.49855 4878.39384
-17.00000  -1460.00000  20.52501 4872.10363
-17.00000  -1440.00000  20.54807 4866.63711
-17.00000  -1420.00000  20.53773 4869.08728
-17.00000  -1400.00000  20.53354 4870.08085
-17.00000  -1380.00000  20.57015 4861.41208
-17.00000  -1360.00000  20.55627 4864.69460
-17.00000  -1340.00000  20.58709 4857.41189
-17.00000  -1320.00000  20.59909 4854.58338
-17.00000  -1300.00000  20.60161 4853.98957
-17.00000  -1280.00000  20.63190 4846.86335
-17.00000  -1260.00000  20.63345 4846.49808
-17.00000  -1240.00000  20.65307 4841.89518
-17.00000  -1220.00000  20.69072 4833.08576
-17.00000  -1200.00000  20.69264 4832.63498
-17.00000  -1180.00000  20.63560 4845.99430
-17.00000  -1160.00000  20.68149 4835.24156
-17.00000  -1140.00000  20.70117 4830.64600
-17.00000  -1120.00000  20.69089 4833.04605
-17.00000  -1100.00000  20.71243 4828.01757
-17.00000  -1080.00000  20.74744 4819.87059
-17.00000  -1060.00000  20.72143 4825.92293
-17.00000  -1040.00000  20.76548 4815.68449
-17.00000  -1020.00000  20.76490 4815.81784
-17.00000  -1000.00000  20.78609 4810.90845
-17.00000  -980.00000  20.78910 4810.21304
-17.00000  -960.00000  20.81421 4804.41006
-17.00000  -940.00000  20.83424 4799.79111
-17.00000  -920.00000  20.83311 4800.05146
-17.00000  -900.00000  20.83006 4800.75545
-17.00000  -880.00000  20.81773 4803.59770
-17.00000  -860.00000  20.86886 4791.82744
-17.00000  -840.00000  20.87996 4789.28235
-17.00000  -820.00000  20.88235 4788.73307
-17.00000  -800.00000  20.89570 4785.67361
-17.00000  -780.00000  20.91816 4780.53519
-17.00000  -760.00000  20.92312 4779.40307
-17.00000  -740.00000  20.91647 4780.92030
-17.00000  -720.00000  20.90131 4784.38911
-17.00000  -700.00000  20.96231 4770.46775
-17.00000  -680.00000  20.95860 4771.31106
-17.00000  -660.00000  20.97649 4767.24067
-17.00000  -640.00000  20.95610 4771.87913
-17.00000  -620.00000  20.98064 4766.29884
-17.00000  -600.00000  20.98116 4766.18184
-17.00000  -580.00000  20.98246 4765.88541
-17.00000  -560.00000  21.00987 4759.66772
