-5.00000  -2000.00000  16.40733 6094.83874
-5.00000  -1980.00000  16.41354 6092.53092
-5.00000  -1960.00000  16.44345 6081.44884
-5.00000  -1940.00000  16.46564 6073.25131
-5.00000  -1920.00000  16.48980 6064.35677
-5.00000  -1900.00000  16.49426 6062.71515
-5.00000  -1880.00000  16.55999 6038.65281
-5.00000  -1860.00000  16.52402 6051.79611
-5.00000  -1840.00000  16.56854 6035.53481
-5.00000  -1820.00000  16.56333 6037.43329
-5.00000  -1800.00000  16.59042 6027.57677
-5.00000  -1780.00000  16.61944 6017.04991
-5.00000  -1760.00000  16.61150 6019.92595
-5.00000  -1740.00000  16.63396 6011.79574
-5.00000  -1720.00000  16.66168 6001.79754
-5.00000  -1700.00000  16.68504 5993.39109
-5.00000  -1680.00000  16.70322 5986.86781
-5.00000  -1660.00000  16.73391 5975.89146
-5.00000  -1640.00000  16.73682 5974.84887
-5.00000  -1620.00000  16.76651 5964.27222
-5.00000  -1600.00000  16.79233 5955.09797
-5.00000  -1580.00000  16.81240 5947.99077
-5.00000  -1560.00000  16.83018 5941.70710
-5.00000  -1540.00000  16.82906 5942.10430
-5.00000  -1520.00000  16.87741 5925.07974
-5.00000  -1500.00000  16.86381 5929.85808
-5.00000  -1480.00000  16.89865 5917.63422
-5.00000  -1460.00000  16.90648 5914.89006
-5.00000  -1440.00000  16.91775 5910.95326
-5.00000  -1420.00000  16.94924 5899.96956
-5.00000  -1400.00000  16.97550 5890.84269
-5.00000  -1380.00000  17.01548 5877.00141
-5.00000  -1360.00000  17.00259 5881.45688
-5.00000  -1340.00000  17.03468 5870.37909
-5.00000  -1320.00000  17.10737 5845.43387
-5.00000  -1300.00000  17.04080 5868.26910
-5.00000  -1280.00000  17.09719 5848.91264
-5.00000  -1260.00000  17.11721 5842.07356
-5.00000  -1240.00000  17.17752 5821.56213
-5.00000  -1220.00000  17.13750 5835.15682
-5.00000  -1200.00000  17.21612 5808.50970
-5.00000  -1180.00000  17.21637 5808.42367
-5.00000  -1160.00000  17.24065 5800.24535
-5.00000  -1140.00000  17.23077 5803.57117
-5.00000  -1120.00000  17.26718 5791.33362
-5.00000  -1100.00000  17.27759 5787.84258
-5.00000  -1080.00000  17.30729 5777.91208
-5.00000  -1060.00000  17.33788 5767.71785
-5.00000  -1040.00000  17.35334 5762.58108
-5.00000  -1020.00000  17.36723 5757.97061
-5.00000  -1000.00000  17.35797 5761.04399
-5.00000  -980.00000  17.42366 5739.32063
-5.00000  -960.00000  17.41686 5741.56306
-5.00000  -940.00000  17.46462 5725.86177
-5.00000  -920.00000  17.47917 5721.09545
-5.00000  -900.00000  17.50883 5711.40390
-5.00000  -880.00000  17.52767 5705.26488
-5.00000  -860.00000  17.53738 5702.10764
-5.00000  -840.00000  17.53842 5701.76789
-5.00000  -820.00000  17.55873 5695.17271
-5.00000  -800.00000  17.58561 5686.46590
-5.00000  -780.00000  17.62349 5674.24339
-5.00000  -760.00000  17.68155 5655.61277
-5.00000  -740.00000  17.69417 5651.57902
-5.00000  -720.00000  17.67826 5656.66691
-5.00000  -700.00000  17.68941 5653.09979
-5.00000  -680.00000  17.72930 5640.38220
-5.00000  -660.00000  17.73937 5637.17718
-5.00000  -640.00000  17.75558 5632.03230
-5.00000  -620.00000  17.80174 5617.42999
-5.00000  -600.00000  17.79617 5619.18660
-5.00000  -580.00000  17.83581 5606.69641
