5.00000  -2000.00000  12.45272 8030.37409
5.00000  -1980.00000  12.48576 8009.12399
5.00000  -1960.00000  12.50126 7999.19368
5.00000  -1940.00000  12.50644 7995.88052
5.00000  -1920.00000  12.52975 7981.00839
5.00000  -1900.00000  12.54214 7973.12101
5.00000  -1880.00000  12.58662 7944.94156
5.00000  -1860.00000  12.60002 7936.49534
5.00000  -1840.00000  12.59847 7937.47177
5.00000  -1820.00000  12.60078 7936.01666
5.00000  -1800.00000  12.61006 7930.17638
5.00000  -1780.00000  12.63556 7914.17552
5.00000  -1760.00000  12.65437 7902.40529
5.00000  -1740.00000  12.65368 7902.83933
5.00000  -1720.00000  12.65221 7903.75440
5.00000  -1700.00000  12.69961 7874.25756
5.00000  -1680.00000  12.73466 7852.58191
5.00000  -1660.00000  12.74717 7844.87851
5.00000  -1640.00000  12.74880 7843.87550
5.00000  -1620.00000  12.74613 7845.51860
5.00000  -1600.00000  12.78663 7820.66893
5.00000  -1580.00000  12.78732 7820.24693
5.00000  -1560.00000  12.80851 7807.31241
5.00000  -1540.00000  12.83407 7791.76052
5.00000  -1520.00000  12.81229 7805.00902
5.00000  -1500.00000  12.84511 7785.06373
5.00000  -1480.00000  12.85966 7776.25536
5.00000  -1460.00000  12.86699 7771.82542
5.00000  -1440.00000  12.89959 7752.18437
5.00000  -1420.00000  12.91826 7740.98359
5.00000  -1400.00000  12.95041 7721.76623
5.00000  -1380.00000  12.97619 7706.42527
5.00000  -1360.00000  12.95037 7721.78710
5.00000  -1340.00000  12.96830 7711.11094
5.00000  -1320.00000  12.98529 7701.01873
5.00000  -1300.00000  13.00164 7691.33444
5.00000  -1280.00000  13.01125 7685.65369
5.00000  -1260.00000  13.02839 7675.54843
5.00000  -1240.00000  13.03465 7671.86218
5.00000  -1220.00000  13.06145 7656.11781
5.00000  -1200.00000  13.04906 7663.38431
5.00000  -1180.00000  13.07836 7646.21864
5.00000  -1160.00000  13.11149 7626.89824
5.00000  -1140.00000  13.09652 7635.61326
5.00000  -1120.00000  13.14102 7609.75936
5.00000  -1100.00000  13.17498 7590.14435
5.00000  -1080.00000  13.14219 7609.08190
5.00000  -1060.00000  13.16991 7593.06343
5.00000  -1040.00000  13.20657 7571.98879
5.00000  -1020.00000  13.21950 7564.57976
5.00000  -1000.00000  13.22532 7561.25086
5.00000  -980.00000  13.23751 7554.29080
5.00000  -960.00000  13.26301 7539.76661
5.00000  -940.00000  13.25468 7544.50219
5.00000  -920.00000  13.27831 7531.07604
5.00000  -900.00000  13.31468 7510.51002
5.00000  -880.00000  13.33007 7501.83607
5.00000  -860.00000  13.34316 7494.47657
5.00000  -840.00000  13.35258 7489.18936
5.00000  -820.00000  13.34581 7492.98844
5.00000  -800.00000  13.36896 7480.01340
5.00000  -780.00000  13.37724 7475.38077
5.00000  -760.00000  13.40672 7458.94596
5.00000  -740.00000  13.41105 7456.53493
5.00000  -720.00000  13.43347 7444.09300
5.00000  -700.00000  13.46444 7426.97336
5.00000  -680.00000  13.46828 7424.85306
5.00000  -660.00000  13.47373 7421.85253
5.00000  -640.00000  13.49587 7409.67422
5.00000  -620.00000  13.49835 7408.31561
5.00000  -600.00000  13.51753 7397.80123
5.00000  -580.00000  13.55132 7379.35765
5.00000  -560.00000  13.54399 7383.34863
5.00000  -540.00000  13.51826 7397.39900
5.00000  -520.00000  13.56365 7372.64946
5.00000  -500.00000  13.57550 7366.21119
5.00000  -480.00000  13.59293 7356.76832
5.00000  -460.00000  13.58398 7361.61543
5.00000  -440.00000  13.62060 7341.82317
5.00000  -420.00000  13.59164 7357.46656
5.00000  -400.00000  13.60763 7348.81557
5.00000  -380.00000  13.63558 7333.75478
5.00000  -360.00000  13.64129 7330.68500
5.00000  -340.00000  13.63380 7334.71226
5.00000  -320.00000  13.66658 7317.11957
5.00000  -300.00000  13.68024 7309.81328
5.00000  -280.00000  13.68829 7305.51442
5.00000  -260.00000  13.68202 7308.85962
